Category,Food Name,熱量(kcal),水分(g),粗蛋白(g),粗脂肪(g),飽和脂肪(g),灰分(g),總碳水化合物(g),膳食纖維(g),糖質總量(g),葡萄糖(g),果糖(g),半乳糖(g),麥芽糖(g),蔗糖(g),乳糖(g),鈉(mg),鉀(mg),鈣(mg),鎂(mg),鐵(mg),鋅(mg),磷(mg),銅(mg),視網醇當量(RE)(ug),β-胡蘿蔔素(ug),α-維生素E當量(α-TE)(mg),維生素B1(mg),維生素B2(mg),菸鹼素(mg),維生素B6(mg),維生素B12(ug),葉酸(ug),維生素C(mg),脂肪酸S總量(mg),脂肪酸M總量(mg),脂肪酸P總量(mg),亞麻油酸(18:2)(mg),次亞麻油酸(18:3)(mg),其他脂肪酸(mg),反式脂肪(mg),酥胺酸(Thr),胱胺酸(Cys),纈胺酸(Val),甲硫胺酸(Met),異白胺酸(Ile),白胺酸(Leu),酪胺酸(Tyr),苯丙胺酸(Phe),離胺酸(Lys),組胺酸(His),精胺酸(Arg),色胺酸(Trp),膽固醇(mg),酒精含量(g),醣類熱量%,脂肪熱量%,蛋白質熱量%,酒精熱量%
加工調理食品類,"冷凍香菇雞肉水餃",220.86,56.19,9.54,10.21,3.5395,1.3575,22.7025,2.2759,,,,,,,,350.4,166.37,13.53,20.46,1.24,0.767,83.42,,14.97,0,0.125,0.026,0.09,1.15,0.167,0.26,15.8,,3539.53133,4186.28378,2484.06237,2234.55039,179.92062,,,257.85,186.209,324.59,83.94,289.31,550.43,222.51,349.59,346.88,185.58,328.05,51.48,16.81,,41.11654442,41.60554197,17.27791361,
加工調理食品類,"冷凍素食水餃",175.0255,59.79,8.7425,4.1107,1.1109,1.592,25.7648,2.8199,3.202,0.719,0.511,0,1.198,0.774,0,369.38,188.185,43.935,34.66,1.215,0.6295,232.185,,1.582,9.49,0.8666,0.0575,0.065,0.55,0.0677,,34,0,1110.920786,1253.438755,1746.767972,1585.127027,161.6409454,0.6536013,37.66,315.91,223.6324,421.445,106.51,379.685,687.355,317.205,453.635,425.38,222.685,569.965,84.69,0,,58.88239142,21.1376628,19.97994578,
加工調理食品類,"冷凍鮪魚水餃",195.98,60.45,9.047,8.5,3.3029,1.18,20.823,1.2823,,,,,,,,274.8,175.42,7.17,22.26,0.82,0.501,102.03,,10.11,,0.3971,0.091,0.04,3.25,0.2548,0.45,11.2,,3302.879,3512.5315,1684.5385,1625.7865,0,,,335.58,168.3853,389.56,131.1,357.23,664.7,269.67,402.32,553.27,380,449.98,77.11,19.14,,42.50025513,39.03459537,18.46514951,
加工調理食品類,"冷凍豬肉熟水餃",235.2438,52.48,7.176,10.091,3.539,1.3228,28.9302,2.1494,1.027,0.385,0.294,0,0,0.348,0,333.09,114.14,7.83,19.145,0.77,0.54,101.47,,36.1924,22.37,0.8146,0.121,0.04,1.014,0.1374,0.15,17.9,,3538.984337,4108.732288,2394.836484,2181.391652,175.674219,96.8736,26.95,200.97,180.9057,304.5,31.65,258.5,494.79,185.18,339.65,215.52,161.96,294.23,0,17.3,,49.19185968,38.60633096,12.20180936,
加工調理食品類,"冷凍素食熟水餃",208.6077,53.02,7.155,5.3845,0.8902,1.5587,32.8818,2.3204,2.813,0.674,0.464,0,0.775,0.9,0,491.42,167.16,15.43,21.96,0.83,0.38,68.39,,7.2947,34.99,0.4056,0.079,0.037,0.53,0.1542,,23.4,,890.154771,1236.868111,3254.994864,2918.275157,336.7197075,4.942971,47.17,165.28,169.1654,260.89,52.28,220.78,420.02,172.63,289.89,156.65,129.52,230.66,46,,,63.05002164,23.23044643,13.71953193,
加工調理食品類,"冷凍冬菜蝦仁餛飩",190.8615,58.9,9.1,6.2523,2.1427,1.2,24.5477,2.3,1.574,0.277,0.291,0,0.413,0.593,0,316,127,33,20,1.1,0.6,90,,1,,0.3845,0.08,0.06,1.1,0.014,0.33,,0,2142.66321,2672.85825,1404.26658,1247.021235,103.78818,63.14823,39.606,289,214,343,188,312,623,276,386,454,226,485,77,43.5,,51.44610097,29.48247813,19.0714209,
加工調理食品類,"冷凍豬肉餛飩",239.6795,53.2,11.1,12.5759,4.4776,2.6,20.5241,2.8,1.899,0.422,0.096,0,0.756,0.625,0,428,162,17,20,0.7,0.9,94,,5,,0.2306,0.18,0.15,0.8,0.09,0.34,0,,4477.561164,5419.558953,2648.736058,2434.493026,132.3236198,62.7160133,54.93,336,243,460,194,403,730,327,468,513,294,534,90,24,,34.25257479,47.22268696,18.52473824,
加工調理食品類,"冷凍菜肉餛飩",236.4835,58.7,9.1,16.3367,5.7031,2.6,13.2633,4.2,0.897,0.139,0,0,0.367,0.391,0,693,195,44,18,1.3,1.4,87,,0,0,0.1799,0.21,0.08,2,0.047,0.38,,0.2,5703.14197,6781.36417,3649.61878,3316.3501,238.51582,199.30774,67.567,379,150,504,124,407,750,322,455,659,303,749,102,,,22.43420788,62.17359774,15.39219438,
加工調理食品類,"溫州餛飩",144.8755,72.5,6.5,7.9351,2.7551,1.2,11.8649,0.6,0.759,0.121,0,0,0.474,0.164,0,381,87,7,6,1.4,0.8,46,,8.1671,13,0.094,0.11,0.09,1.5,0.087,0.43,11,0,2755.06672,3449.784725,1685.41524,1508.46251,100.77577,90.46014,43.56,240,141,288,131,256,464,218,281,413,196,382,63,20.7,,32.75888608,49.29467025,17.94644367,
加工調理食品類,"豬肉鍋貼",237.6475,53.7,7.8,11.2895,3.5703,1,26.2105,1.5,1.539,0.554,0.355,0,0.49,0.14,0,314,116,9,15,0.7,0.7,61,,3,,0.387,0.1,0.04,1.3,0.08,0.1,5,0,3570.304375,4622.485775,3042.52025,2761.4117,213.936025,114.02395,69.88,233,232,305,108,274,519,245,349,315,210,391,74,11.4,,44.11660127,42.75471023,13.1286885,
加工調理食品類,"熟水餃(高麗菜水餃)",199.3245,61.82,7.359,10.1201,3.538,0.999,19.7019,1.7998,2.966,0.563,0.346,0,1.667,0.39,0,300.94,143.85,15.17,15.43,0.58,0.84,73.9,0.0529,9.0675,14.298,0.2781,0.129,0.0656,1.1168,0.0402,0.425,9.773,3.712,3538.037561,4227.489613,2267.600687,2075.895633,144.9400722,86.9721394,118.91,216.207,89.9089,283.2508,27.2832,237.923,455.6942,205.4865,269.9991,339.2625,175.2572,328.2207,55.3801,18.46,,39.53733736,45.69478413,14.76787851,
加工調理食品類,"冷凍叉燒包",266.1865,38.7,8.8,4.7573,1.6898,0.7,47.0427,1.3,14.812,0.114,0.177,0,0.515,14.006,0,167,88,25,16,0.7,0.7,165,,2,,0.4813,0.12,0.07,0.8,0.039,0.15,,0,1689.79296,1695.263855,1362.728585,1227.85913,125.11699,18.07774,7.03,252,239,371,142,326,621,270,419,261,211,379,94,11.9,,70.69133859,16.08485028,13.22381112,
加工調理食品類,"冷凍酸菜焢肉包子",301.0116,39.75,8.641,13.08,5.1853,1.3471,37.1819,2.0519,,,,,,,,342.59,131.79,10.73,22.56,0.84,0.825,89.84,,14.35,0,0.6279,0.107,0.1,1.14,0.3688,0.17,25.1,,5185.25208,5800.66608,2093.9772,1899.52992,117.9816,,,322.74,200.2424,382.98,85.32,347.57,679.64,265.79,403.32,496.47,238.17,434.76,68.29,22.525,,49.40925865,39.10812739,11.48261396,
加工調理食品類,"冷凍芋泥包",263.0255,38.2,6.628,3.5519,1.3509,0.4835,51.1366,2.4085,11.608,1.021,1.024,0,1.485,8.078,0,46.29,129.67,16.11,17.905,0.54,0.666,222.935,,0.5835,3.5,0.7624,0.0595,0.06,0.56,0.069,,22.8,0,1350.947406,1043.313795,1160.235239,1056.047356,104.1878827,0,25.47,179.5,203.3989,273.61,54.575,238.79,457.11,191.66,311.96,180.785,148.04,263.98,45.455,0,,77.76675646,12.15361248,10.07963106,
加工調理食品類,"冷凍豆沙包",246.5725,39.2,7.4,1.0745,0.4627,0.5,51.8255,1.7,13.221,0.946,0.939,0,1.679,9.657,0,60,103,21,21,0.7,0.9,264,,0,0,0.3568,0.05,0.07,0.7,0.04,,,0,462.6797,342.1208,262.07055,240.9029,21.16765,7.5215,3.54,234,205,315,123,266,557,241,393,267,188,354,76,,,84.07344696,3.921970212,12.00458283,
加工調理食品類,"冷凍芝麻包",340.774,28.8,7.2,11.6748,4.3553,0.6,51.7252,0.6,11.362,0.915,0.91,0,1.017,8.52,0,24,139,4,20,1.1,0.7,321,,0,0,0.9252,0.05,0.07,0.7,0.023,,,1.3,4355.28414,4535.07606,2775.09996,2716.14222,58.95774,26.85204,28.01,207,17,271,126,226,493,226,352,153,159,362,73,8.9,,60.71496065,30.83369036,8.451348988,
加工調理食品類,"冷凍蓮蓉包",292.3,33.3,7.9,5.5,2.2638,0.5,52.8,2.4,,,,,,,,82,67,24,18,0.7,0.5,142,,2.0004,12,0.7516,0.04,0.07,0.5,0.021,,,0.4,2263.8,1568.6,1669.25,1463,206.25,,,221,199,347,110,308,565,248,393,238,180,318,78,6.6,,72.25453301,16.93465618,10.81081081,
加工調理食品類,"冷凍叉燒包子",266.7999,39.85,7.123,6.0523,2.1031,1.0154,45.9593,2.3143,9.755,1.072,1.051,0,1.468,6.164,0,209.68,92.72,5.97,18.01,0.29,0.689,100.52,,3.69,0,1.0322,0.069,0.06,0.89,0.0779,0.14,21.1,,2103.143989,2460.822814,1460.65603,1340.808385,100.3955524,55.3482835,14.33,210.35,235.9004,294.36,53.87,255.86,494.15,195.01,319.25,232.67,161.53,290.75,17.22,9.21,,68.90452358,20.416312,10.67916442,
加工調理食品類,"冷凍牛肉包子",268.6828,37.42,10.822,4.57,2.5426,1.1218,46.0662,1.7776,,,,,,,,261.07,121.62,5.19,17.15,1.26,0.418,123,,22.6224,22.33,1.8283,0.069,0.1,1.26,0.2587,0.55,20.3,,2542.56063,1538.33969,489.07683,443.98464,45.09219,,,398.14,218.7919,473.47,51.22,425.92,812.42,306.34,431.62,669.26,274.85,502.97,51.9,16.04,,68.5807949,15.30801376,16.11119134,
加工調理食品類,"冷凍豬肉包子",266.2784,43.96,7.6235,9.2144,3.5159,0.9884,38.2137,1.4932,6.362,1.896,0.986,0,0.872,2.608,0,229.885,113.93,19.035,16.598,0.725,0.645,198.395,,22.0471,13.33,0.5098,0.179,0.083,0.977,0.0885,0.155,24.3,0.9,3515.947822,3850.596402,1811.274608,1694.049011,105.8642416,108.72992,8.72,242.68,187.1541,351.705,104.515,307.725,578.35,228.05,378.485,313.735,189.43,345.22,72,14.23,,57.40413041,31.14394558,11.451924,
加工調理食品類,"冷凍豬肉湯包",234.5305,57.8,10.1,14.3461,4.9365,1.5,16.2539,3,1.636,0.425,0.245,0,0.431,0.535,0,447,138,15,15,0.7,1,118,,0,,0.1229,0.26,0.1,1.9,0.044,0.41,,0,4936.49301,5975.15065,3373.485415,3054.28469,262.53363,133.41873,82.96,360,159,458,222,417,740,333,449,644,318,600,70,35.6,,27.72159698,55.0524985,17.22590452,
加工調理食品類,"小籠包",241.5,58,9.6,15.5,5.5847,1,15.9,1.2,,,,,,,,248,130,11,12,0.5,0.8,85,,15,0,0.3372,0.17,0.03,2,0.121,0.47,14,0,5584.65,6603,3310.8,2989.95,176.7,,,388,204,439,164,376,725,323,443,659,306,708,150,2.1,,26.33540373,57.76397516,15.90062112,
加工調理食品類,"冷凍素菜包子",233.9785,45.2,8.6,3.7557,1.3583,1,41.4443,1.1,3.73,1.032,1.183,0,0.921,0.594,0,244,100,28,19,0.6,0.6,304,,28.4191,138,0.5972,0.1,0.11,0.8,0.035,,,0.5,1358.346553,1038.019145,1356.134446,1230.878095,125.2563507,4.168827,22.18,148,169,234,114,197,368,176,262,128,129,211,80,,,70.85146712,14.44632733,14.70220554,
加工調理食品類,"竹筍包",208.5225,53.771,6.888,5.4873,1.4423,0.9575,32.8962,2.5769,3.755,0.403,0.569,,0.967,1.816,0,347.744,60.203,13.977,9.991,0.471,0.453,35.953,,0,0,0.5194,0.049,0.0351,0.5932,0.027,0.047,14.104,0,1442.336805,1675.656801,2356.520985,2113.049484,241.605819,12.785409,,160.496,91.168,237.729,69.891,207.178,395.69,186.798,287.899,156.125,148.11,214.525,89.5,2.508,,63.10340611,23.68363126,13.21296263,
加工調理食品類,"冷凍白饅頭",279.0712,32.74,7.412,2.37,1.37,0.4547,57.0233,2.2883,,,,,,,,91.13,86.58,8.54,17.42,0.53,0.597,69.46,,0,0,0.1162,0.061,0.04,0.62,0.0742,,23.1,,1369.98324,778.22742,221.77512,198.24576,23.52936,,,264.15,339.4181,387.15,78.73,307.12,606.7,246.05,420.13,191.07,185.18,319.53,49.99,,,81.7329771,7.643210765,10.62381213,
加工調理食品類,"白饅頭",248.4,38.8,8.1,1.2,,0.6,51.3,1.1,,,,,,,,182,66,21,16,0.4,1.6,58,,,,0.0739,0.05,0.02,0.5,0.027,,,,,,,,,,,232,274,319,130,272,585,278,430,182,188,325,87,,,82.60869565,4.347826087,13.04347826,
加工調理食品類,"芋頭饅頭",154.7536,61.591,5.726,0.6356,0.2129,0.5151,31.5323,2.2225,8.453,0.451,1.383,,0.882,5.737,0,70.888,130.527,16.936,15.923,0.601,0.785,54.858,,0,0,0.157,0.076,0.0311,0.616,0.037,,12.773,0,212.856084,90.147148,332.596768,316.649564,15.947204,0,,206.282,123.75,304.37,97.643,265.223,506.305,231.584,362.058,204.527,188.461,271.321,152.46,,,81.50324128,3.696456819,14.8003019,
加工調理食品類,"花捲",227.4297,44.191,5.661,1.8777,0.6203,1.2987,46.9716,1.4987,3.428,0.742,0.526,,0.972,1.188,0,425.189,74.267,14.011,13.406,0.573,0.606,50.649,,6.6313,39.78,0.1395,0.063,0.0359,0.6918,0.049,,14.444,0,620.335749,471.772125,785.592126,727.458534,58.133592,0,,207.477,867.753,313.478,100.935,272.783,521.928,235.911,376.765,189.731,189.137,264.077,93.671,,,82.61295688,7.430559861,9.956483256,
加工調理食品類,"冷藏堅果饅頭",306.9756,33.13,9.608,8.82,2.9562,1.1511,47.2909,5.458,,,,,,,,118.8,266.1,10.73,64.94,2.05,1.454,178.62,,0,0,2.1898,0.201,0.09,2.54,0.242,,36.2,,2956.22586,3126.7782,2736.94302,2619.16956,117.77346,,,230.9,265.7352,318.86,51.99,273.7,556.65,229.29,378.13,203.16,179.78,389.95,80.53,,,61.62170544,25.85873275,12.51956182,
加工調理食品類,"黑糖饅頭",234.9362,41.833,6.784,0.8754,0.358,0.5272,49.9804,2.4815,9.062,0,0.354,,0.914,7.794,0,40.678,118.226,19.199,18.937,0.751,0.632,53.015,,0,0,0.1595,0.068,0.073,0.8861,0.161,,13.432,0,357.95106,98.368698,419.080242,398.639652,20.44059,0,,213.577,155.051,324.268,91.931,279.308,537.212,237.817,380.803,193.507,194.884,269.826,82.538,,,85.09612397,3.353506186,11.55036985,
加工調理食品類,"冷凍銀絲卷(奶黃)",282.9364,32.92,8.931,3.25,1.6352,0.4084,54.4906,2.1944,,,,,,,,10.75,100.91,8.84,19.686,0.88,0.71,81.24,,4.91,0,0.2292,0.083,0.068,0.792,0.0894,0.12,27,,1635.15625,1056.731,558.0965,528.51825,29.57825,,,252.29,272.2907,398.2,97.26,347.69,672.26,263.4,462.89,226.64,191.52,342.94,88,0,,77.03582855,10.33801236,12.62615909,
加工調理食品類,"火腿蛋三明治",274.9121,46.497,10.851,13.1789,3.6073,1.2486,28.2245,1.253,3.971,0.753,1.009,0,1.062,1.147,0,425.702,143.998,32.961,21.773,1.459,1.157,138.57,0.0886,28.5681,7.247,1.9726,0.131,0.2103,1.068,0.035,0.328,62.991,9.34,3607.328508,3909.388896,5649.530852,5038.029892,555.886002,12.388166,52.84,327.793,130.505,425.265,152.031,404.554,781.683,317.338,497.352,491.186,235.448,458.077,0,59.6,,41.06694467,43.14473608,15.78831925,
加工調理食品類,"披薩(夏威夷)",270.0742,41.379,12.017,8.6978,2.8221,1.9747,35.9315,1.9667,3.697,1.022,1.036,0.056,0.893,0.551,0.139,436.71,125.26,156.98,18.18,0.565,1.09,121.89,0.0856,45.776,0,0.9818,0.1,0.1282,1.0886,0.064,0.309,21.137,5.12,2822.088188,2105.911336,2315.35436,2050.419372,252.845046,1454.359138,135.23,357.768,110.284,434.92,86.769,422.19,855.389,395.25,522.335,525.18,263.616,443.419,0,12.96,,53.21722697,28.98470124,17.79807179,
加工調理食品類,"冷凍披薩(黑胡椒火腿)",209.8664,54.31,9.323,6.85,3.9086,1.7859,27.7311,2.0365,,,,,,,,404.9,240.15,32.44,20.303,0.52,1.03,252.87,,114.0481,232.58,0.9155,0.143,0.174,1.014,0.2235,0.26,48,,3908.6374,2169.56625,771.75525,645.50975,126.2455,,,320.32,129.0359,493.65,163.37,407.7,784.94,374.03,452.95,564.8,237.99,422.54,109,14.64,,52.85476856,29.37583148,17.76939996,
加工調理食品類,"蔥油餅",304.7865,34.266,8.314,9.3165,1.8539,1.183,46.9205,2.4497,2.342,0.134,0.104,0,2.017,0.087,0,257.42,63.31,18.51,11.39,0.445,0.537,40.86,0.0843,6.8895,41.329,2.7841,0.032,0.0534,0.579,0.025,0.088,19.877,0,1853.890335,2827.464585,3294.87339,2948.48592,338.00262,1340.45802,75.39,210.385,118.439,273.048,36.083,270.738,554.525,223.656,381.288,169.789,162.924,264.743,0,5.87,,61.5781867,27.51056887,10.91124443,
加工調理食品類,"冷凍蔥油餅",257.9933,37.525,9.09,3.0749,1.1559,1.8203,48.4898,1.2704,2.354,0.206,0.128,0,1.362,0.658,0,601.975,87.6,8.355,21.0815,1.34,0.51,91.06,,5.2958,23.85,0.2006,0.0765,0.0495,0.6315,0.1046,0.19,18.5,0.335,1155.85491,1122.313901,793.9853035,721.4053639,72.5799396,5.4671722,31.01,223.19,324.165,354.285,98.825,301.77,587.115,255.525,412.51,194.18,186.93,344.055,82,8.67,,75.17993684,10.72667391,14.09338925,
加工調理食品類,"冷凍蛋餅皮",230.9267,45.711,5.719,3.6779,1.4014,1.1547,43.7374,1.3492,4.417,0.52,0,,3.293,0.604,0,291.391,76.829,15.361,19.92,0.72,0.322,56.598,,1.7859,10.713,0.1037,0.081,0.0185,0.4094,0.033,0.205,6.815,0,1401.427016,1386.053394,890.456369,840.03236,50.424009,0,,149.868,67.223,226.654,76.279,203.797,404.122,190.154,289.114,135.351,155.06,231.885,94.136,4.315,,75.75979737,14.33402894,9.906173691,
加工調理食品類,"燒餅",322.7,29.2,9.1,9.1,1.5434,1.5,51.1,1.2,,,,,,,,458,81,8,12,1,0.5,65,,0,,0.5476,0.06,0.03,0,0.071,0.08,24,0,1543.36,2333.24,5221.58,4868.5,353.08,,,238,368,364,98,311,611,284,440,177,207,378,98,0,,63.34056399,25.37960954,11.27982646,
加工調理食品類,"韭菜盒子",217.1305,59.7,7.5,12.1461,2.6673,1.2,19.4539,1.4,1.158,0.312,0.211,0,0.442,0.193,0,287,180,59,20,1.5,0.9,66,,218.5433,1299,0.9066,0.04,0.04,3.1,0.026,0.22,25,0,2667.28356,3096.648195,6365.77101,5567.164935,740.9121,29.15064,143.95,296,262,352,0,314,580,263,373,419,181,457,262,36,,35.83817105,50.3452532,13.81657575,
加工調理食品類,"大餅包小餅(紅豆)",375.7,26.2,8.3,16.5,3.0476,0.5,48.5,0.6,,,,,,,,135,78,8,12,0.9,0.5,64,,0,0,1.2412,0.09,0.03,2.8,0.04,0.29,14,0,3047.55,4001.25,9451.2,8542.05,909.15,,,204,325,312,104,264,529,255,392,136,170,271,70,0,,51.63694437,39.52621773,8.836837903,
加工調理食品類,"水煎包",166.4661,64.045,4.27,5.3821,1.5623,1.0661,25.2368,1.9531,2.229,0.7,0.496,,0.664,0.369,0,309.825,128.788,40.697,15.011,0.569,0.562,48.312,,11.524,64.007,0.2602,0.069,0.0568,0.5775,0.074,0.136,12.691,2.61,1562.262167,1916.619631,1869.095688,1704.887817,143.379144,34.176335,,0,63.602,202.294,21.545,176.955,341.793,146.848,227.276,188.976,123.044,224.641,52.546,7.505,,60.64129574,29.09835696,10.2603473,
加工調理食品類,"牛肉餡餅",224.978,55.5,9.6,10.3556,3.297,1.2,23.3444,1.2,3.011,0.461,0.312,0,1.468,0.77,0,350,141,11,16,1.3,1.2,66,,1,,0.4086,0.07,0.05,1,0.112,0.11,4,0,3297.046995,3901.575856,3137.591466,2815.925819,274.2991328,38.8645668,69.97,337,217,395,148,358,676,321,418,545,257,628,84,12.8,,41.50521384,41.42645059,17.06833557,
加工調理食品類,"豬肉餡餅",327.225,46.32,6.218,23.3326,7.3225,1.0395,23.0899,1.4941,1.578,0.289,0.21,,0.825,0.254,0,289.992,117.464,15.193,11.951,0.68,0.751,60.286,,20.1829,78.278,0.3666,0.138,0.0642,0.6712,0.074,0.148,14.186,0,7322.469858,9734.827372,6100.30827,5495.99393,504.917464,174.761174,,197.56,81.313,268.349,91.352,235.915,455.071,206.413,297.1,296.132,176.524,281.547,54.634,27.835,,28.22510505,64.17400871,7.60088624,
加工調理食品類,"冷凍燒賣",187.7998,63.64,9.86,9.705,3.4047,1.5413,15.2537,2.2063,,,,,,,,383.67,252.13,19.585,29.1455,1.03,1.395,295.985,,8.595,0,0.3297,0.2115,0.147,2.1105,0.1612,0.305,29.7,1.27,3404.68869,4199.12058,2101.19073,1907.96418,130.580775,,,376.94,196.7848,459.59,102.745,403,724.115,301.72,430.57,625.29,269.21,598.435,95,23.79,,32.48927848,46.5096342,21.00108733,
加工調理食品類,"冷凍水晶包",211.026,56.25,4.76,7.81,2.9899,0.756,30.424,1.469,,,,,,,,192.5,77.53,6.98,10.11,0.37,0.445,55.15,,1.607,9.64,0.2165,0.118,0.04,0.73,0.0637,0.19,18.6,,2989.91792,3358.03446,1462.00076,1339.61806,89.57289,,,149.28,50.64,174.34,49.31,143.33,257.87,99.13,136.04,279.96,105.42,254.79,35.43,17.82,,57.66872329,33.30869182,9.022584895,
加工調理食品類,"冷凍水晶餃",190.1877,55.564,2.828,3.5061,1.5164,1.2717,36.8302,0.726,0.197,0,0.197,,0,0,0,347.62,71.704,19.398,9.695,0.927,0.251,36.288,,0,0,0.1265,0.061,0.0177,0.3383,0.057,0.172,9.29,0,1516.38825,1886.562288,64.021386,6.766773,44.87808,39.128076,,97.993,10.192,112.114,23.26,95.659,171.487,56.252,103.798,211.301,93.263,151.519,10.903,0,,77.4607401,16.5914515,5.947808402,
加工調理食品類,"油條",551.3075,11,10.1,40.1815,7.0599,1.4,37.3185,1.6,0.47,0,0,0,0.362,0.108,0,341,96,9,18,0.9,0.7,93,,0,,2.207,0.09,0.05,0.8,0.196,0.09,24,0,7059.88955,9950.948475,23150.57123,21004.87913,2139.664875,40.1815,500.88,247,381,377,144,324,641,303,472,158,216,378,86,0,,27.07635938,65.59560681,7.328033811,
加工調理食品類,"冷凍春捲",271.7776,47.89,5.143,13.93,2.6598,1.5781,31.4589,2.8142,,,,,,,,449.4,113.91,1.05,20.82,1.28,0.359,56.82,,44.4918,233.355,1.9837,0.121,0.04,0.63,0.0887,,17.1,,2659.82206,3543.22087,7726.90135,6857.00071,869.90064,,,153.49,304.1189,216.44,32.92,165.58,330.16,150.17,212.33,158.77,108.42,223.96,54.11,,,46.30094607,46.12962952,7.569424412,
加工調理食品類,"蚵仔煎",192.214,63.5,4.9,10.4428,4.7713,1.5,19.6572,0.5,0.278,0.083,0,0,0.195,0,0,479,91,31,8,2.9,1.9,91,,51.7507,22,0.667,0.03,0.07,2.9,0.044,1.85,19,0,4771.31532,4258.57384,1378.97174,1206.1434,77.27672,64.74536,95.77,201,188,250,83,205,345,177,208,307,115,176,68,100,,40.90690584,48.89612619,10.19696796,
加工調理食品類,"棺材板",264.3,54.8,7,17.5,5.3463,1,19.7,1.5,,,,,,,,299,67,8,14,0.5,0.3,53,,5,0,0.7039,0.05,0.08,2.6,0.101,0.4,14,0,5346.25,5026,7126,6560.75,518,,,253,189,300,123,267,504,227,317,380,183,400,91,44.4,,29.81460462,59.59137344,10.59402194,
加工調理食品類,"油豆腐粉絲(阿給)",146.2,70.1,6.9,6.2,1.2177,1.1,15.7,1.6,,,,,,,,162,99,110,15,1.9,0.5,132,,1,0,0.4897,0.03,0.03,0.2,0.043,0,10,0,1217.68,1541.94,3440.38,3039.86,400.52,,,260,162,320,85,309,531,260,354,428,194,549,207,0.9,,42.95485636,38.16689466,18.87824897,
加工調理食品類,"冷凍可樂餅(奶汁)",114.3016,73.09,3.64,2.28,1.5169,1.1846,19.8054,1.1288,,,,,,,,338.07,78.7,6.98,10.833,0.57,0.33,71.54,,52.0745,149.48,0.125,0.064,0.065,0.415,0.0711,0.16,9.1,0.57,1516.91592,635.84184,127.22856,104.68848,22.54008,,,122.17,56.0411,166.07,46.68,138.6,266.63,118.57,165.01,166.21,87.99,186.71,42.17,6.93,,69.30926601,17.9525046,12.73822939,
加工調理食品類,"芋圓",213.694,46.316,0.923,0.16,0.058,0.4605,52.1405,0.8117,2.785,0.577,2.208,0,0,0,0,1.58,183.09,29.19,12.18,2.97,1.01,24.667,0.0621,0.4778,2.866,0.318,0.042,0,0,0,0,10.39,0,58.04736,36.71984,57.44528,46.7416,10.70368,7.7872,0,30.3538,15.282,34.9055,3.2101,23.5381,60.0128,17.9758,40.6554,38.0873,14.0466,58.3896,7.56,0,,97.59843515,0.673860754,1.7277041,
加工調理食品類,"粉圓",345.9676,13.334,0.244,0,0,0.1741,86.2479,0.3497,0,0,0,0,0,0,0,13.35,25,43.12,4.77,0,0,4.577,0.0085,0,0,0.031,0,0,0,0,0,9.362,0,0,0,0,0,0,0,0,0,6.5805,5.4709,0,0,10.9234,0,3.7783,5.6115,0,2.9522,0,0,,99.71789266,0,0.282107342,
加工調理食品類,"冷凍甘薯條",181.7226,61.85,1.772,6.5214,1.5666,0.8711,28.9855,3.4577,16.871,0.745,0.496,0,11.963,3.667,0,67.17,383.91,25.28,24.57,1.59,0.201,45.13,,0,0,1.762,0.093,0.03,0.44,0.238,,14.7,29.22,1566.596794,1787.815724,3166.994003,2881.030613,285.96339,0,33.84,70.8,39.077,76.13,0,55.5,81.89,58.8,71.77,54.38,33.88,54.2,0,,,63.80164052,32.29790901,3.900450467,
加工調理食品類,"冷凍馬鈴薯條",151.07,66.95,2.2,4.486,1.2215,0.89,25.474,3.45,0,0,0,0,0,0,0,17.5,357,11,22.5,0.585,0.29,64.5,,1,0,0.7336,0.16,0.01,1.14,0.0502,,8.6,9.25,1221.5378,2696.7589,570.3949,502.8806,67.5143,0,18.51,,,,,,,,,,,,,0,,67.44952671,26.72535911,5.825114185,
加工調理食品類,"西谷米",360.2916,9.85,0.1,0.1,,0.2021,89.7479,0.2545,,,,,,,,14.02,17.48,10.75,4.545,0.945,0.0855,7.655,,0,0,0.0252,0.0095,0,0.085,0.004,,15.05,5.06,,,,,,,,6,25,18,0,0,12,13,0,0,12,19,0,,,99.63918115,0.249797664,0.111021184,
加工調理食品類,"台式泡菜",58.8166,84.398,0.9,0.2998,0.1294,1.2726,13.1296,0.8158,11.16,2.746,2.326,0,0,6.088,0,329.94,132.43,24.53,8.67,0,0,16.16,0.015,19.7941,118.741,0.107,0,0,0,0,,10.841,11.341,129.3999758,42.895384,116.3110076,52.2803232,64.0306844,11.1924334,0,23.477,9.4252,26.5656,1.1313,18.4007,29.9677,10.6905,18.9825,35.873,13.6835,48.5005,0,,,89.29179857,4.587480405,6.120721021,
加工調理食品類,"黃金泡菜",110.9288,77.551,2.426,5.6872,0.9475,1.8258,12.51,1.6735,6.251,2.645,2.856,0,0,0.75,0,496.82,247.88,44.26,16.12,0.56,0,45.35,0.0557,124.5581,747.199,0.3755,0.043,0,0.6039,0.08,,13.413,2.26,947.544392,1496.222699,3239.025329,2859.592406,379.4329224,4.379144,48.84,54.7716,14.2592,64.0636,0,47.1087,84.0155,37.2757,54.5698,74.1167,27.2603,113.6446,0,,,45.11001652,46.14202984,8.747953642,
