Category,Food Name,Alternative Name,Calorie (kcal),Carbs (g),Protein (g),Fat (g),Water (g),Ash (g),Fibre (g),Sugar (g),Sodium (mg),Potassium (mg),Calcium (mg),Magnesium (mg),Iron (mg),Zinc (mg),Phosphorus (mg),Copper (mg),Vitamin A(RE) (ug),β-Carotene (ug),Vitamin E(α-TE) (mg),Vitamin B1 (mg),Vitamin B2 (mg),Nicotin (mg),Vitamin B6 (mg),Vitamin B12 (ug),Folic acid (ug),Vitamin C (mg),SFA (mg),MUFA (mg),PUFA (mg),LA (mg),ALA (mg),Thr (mg),Cys (mg),Val (mg),Met (mg),Ile (mg),Leu (mg),Tyr (mg),Phe (mg),Lys (mg),His (mg),Trp (mg),Trans Fat (mg),Cholesterol (mg),Alcohol (g),CalCalories(kcal),Carbs%,Fat%,Protein%,Alcohol%
飲料類,"咖啡沖泡包(三合一)"," Instant coffee powder mix",436.6348,82.9857,4.843,9.48,1.09,1.6013,,,43.18,840.86,5.39,30.07,0.48,0.17,187.72,,0.2567,1.54,0.2276,0,0.132,7.944,0.9496,0.04,7.5,,9367.79472,84.4194,27.74796,27.74796,0,99,27.7283,206.17,30.72,126.99,290.23,112.6,141.44,141.53,93.23,0,,0,,436.6348,0.760229831,0.195403573,0.044366597,
飲料類,"紅茶沖泡包(檸檬)"," Black tea pack (lemon)",397.9068,99.4767,,,0.3,0.2233,0.3544,,5.5,174.51,3.01,3.852,0.21,0.06,3.37,,0,0,0.0226,0,0.034,0,0.2166,,20.8,,,,,,,,,,,,,,,,,,,,,397.9068,1,,,
飲料類,"薑茶沖泡包"," Instant ginger tea powder",398.5652,98.6888,0.3,0.29,0.3,0.4212,0,,13.84,176.5,3.42,9.696,0.76,0.07,11.08,,0.6985,4.19,0.2183,0,0.048,0.451,0.0522,,6.8,,67.10658,20.0854,202.80715,64.33998,138.46717,,,,,,,,,,,,,,,398.5652,0.990440711,0.006548489,0.0030108,
飲料類,"抹茶粉","綠茶粉 Matcha powder",361.0026,63.0227,23.422,6.4335,2.4,4.7218,34.657,4.624,3.51,1480.4,579.33,216.4,8.3,1.83,269.59,1.8621,1817.0433,10900.08,32.814,0.027,0.2295,7.8592,0.8334,0,163.293,212.518,2866.413758,667.488492,2874.076056,786.829917,2087.246139,720.9399,94.3905,946.9821,168.6273,712.507,1495.5231,655.7067,865.6706,1134.5159,374.0705,307.5553,38.76,0,,403.6803,0.624481304,0.143434049,0.232084647,
飲料類,"可可粉"," Cocoa powder",463.916,43.838,20.751,22.84,2.26,10.311,24.6694,,25.6,5477.21,165.59,451.84,13.89,6.185,780,,8.7143,44.7,1.1273,0.025,0.14,2.27,0.7195,,32.9,,14694.09116,7552.8454,592.9264,553.57308,39.35332,647.21,335.7026,778.18,46.64,499.33,845.35,517.79,636.33,538.7,256.26,94.79,,,,463.916,0.377982221,0.443097457,0.178920322,
飲料類,"小麥草粉","小麥苗粉 Wheatgrass powder",370.1158,41.8883,33.992,7.3994,4.4,12.3203,36.5569,1.917,7.91,5723.3,479.69,248.66,10.78,4.87,628.3,0.7813,2011.3834,12065.887,4.4122,0.412,1.2956,5.6036,0.8348,0,92.761,86.596,1831.662275,435.3584978,5091.726924,846.4617624,4245.265161,1254.7664,195.5321,1624.0827,0,1178.5665,2337.3843,1021.5116,1462.0464,1683.7574,587.2129,484.1251,17,0,,370.1158,0.452704802,0.179929092,0.367366105,
飲料類,"椰奶"," Coconut milk",48.9899,7.3545,0.215,2.0791,90.1919,0.1595,0.0367,4.987,19.02,35.29,1.45,2.72,0,0,7.9,0.0214,0,0,0.02,0.032,0,0,0,0,0,1.91,1981.10578,84.1349397,13.846806,13.4330651,0.4137409,9.1619,2.6282,12.4368,0.9052,8.3713,17.1913,6.3584,10.8398,13.7547,4.4864,0.35,0,0,,48.9899,0.600491122,0.38195424,0.017554639,
調味料及香辛料類,"八角","大茴,茴香 Star anise",359.6672,76.2375,4.92,3.86,12.166,2.8165,55.8247,,18.54,1048.89,23.23,104.36,5.07,0.634,112.32,,6.5897,39.53,0,0.066,0.1,0.76,0.5039,,55.1,,1165.56946,1218.92238,1475.48886,1450.19042,25.29844,157.98,99.9497,220.81,58.22,166.47,289.06,112.88,157.98,220.99,129.97,28.06,,,,359.37,0.848568328,0.096669171,0.054762501,
調味料及香辛料類,"小茴香粉","孜然粉 Cumin powder",411.4881,36.9974,19.537,25.8078,9.078,8.5798,36.6102,1.326,240.936,1946.53,794.868,410.894,41.068,5.341,536.952,,16.5748,99.429,7.381,0.566,0.2512,2.3171,0.223,,128.181,0,1473.62538,16034.38614,8299.78848,8157.84558,141.9429,624.673,194.695,782.498,220.398,696.199,1032.109,559.79,729.441,883.392,432.599,150.376,,,,458.4078,0.322833948,0.506689022,0.170477029,
調味料及香辛料類,"山葵粉"," Wasabi powder",386.5876,72.9319,10.08,6.06,7.697,3.2311,13.504,,12.51,897.79,245.88,136.92,9.92,3.23,250.84,,6.3346,38,2.8582,0.299,0.17,1.72,1.4813,,78.7,,402.99,3417.84,2239.776,1359.864,766.59,364.22,281.5164,427.16,108.29,298.97,537.82,260.3,297.11,484.84,248.44,75.84,,,,386.5876,0.754622238,0.141080573,0.104297189,
調味料及香辛料類,"五香粉"," Five-spice powder",362.6913,68.0537,8.73,8.89,8.181,6.1453,49.6402,,98.07,1328.41,645.97,267.14,34.69,2.216,183.68,,54.3294,294.39,73.998,0.038,0.2,2.33,0.6757,,71.1,,1456.0931,6330.07116,1104.0491,1027.19505,76.85405,319.34,221.95,426.83,118.37,322.71,542.6,259.42,344.98,420.22,193.1,60.18,,,,387.1448,0.703134331,0.20666686,0.090198809,
調味料及香辛料類,"甘草粉"," Licorice powder",340.7963,73.4421,9.22,3.61,7.8,5.9279,40.1274,,108.94,714.73,1032.68,434.257,55.33,1.91,64.41,,0,0,0.371,0.162,0.263,2.278,1.4515,,160.8,,1254.96957,518.48625,1836.52974,1614.03461,222.49513,318.46,186.94,409.74,100.13,217.63,362.13,362.2,260.7,407.51,316.85,3,,,,363.1384,0.808970905,0.08947002,0.101559075,
調味料及香辛料類,"肉桂粉"," Cassia powder",342.6027,78.7529,4.225,2.9148,10.154,3.9533,53.7082,1.157,9.611,515.364,1004.152,77.387,21.412,1.132,47.56,,97.0537,582.206,2.44,0.013,0.077,0.4674,0.255,,0,1.431,1324.135344,935.825688,604.908444,533.758176,71.150268,150.675,40.857,178.503,33.931,138.552,254.03,110.056,136.457,229.259,96.979,0,,,,358.1448,0.879564913,0.073247469,0.047187618,
調味料及香辛料類,"西洋芹菜片"," Cliantro leaves",315.4074,49.9241,24.354,6.7976,6.022,12.9023,23.4119,14.583,90.866,5194.997,1149.35,407.404,19.699,3.404,454.516,,1121.8502,6729.755,8.3258,1.049,2.0822,9.0037,0.926,,121.202,27.782,1275.297736,1191.007496,4331.294768,1415.26032,2916.034448,1107.24,151.765,1362.102,46.493,1063.798,2110.235,951.017,1275.078,1465.85,532.383,375.823,,,,358.2908,0.557358436,0.170750686,0.271890877,
調味料及香辛料類,"花椒粉"," Sichuan pepper powder",368.8851,63.2065,9.98,9.2,9.674,7.9395,47.4753,,565.42,1367.61,1319.72,177.76,22.7,1.719,194.56,,83.2658,407.6,7.013,0.111,0.46,2.29,1.8104,,65.5,,1932.8004,3483.6536,3783.4632,2245.858,1537.6052,268.89,230.3,348.8,85.44,264.76,480.29,273.9,270.94,375.71,184.56,72.03,,,,375.546,0.673222455,0.220478983,0.106298563,
調味料及香辛料類,"洋香菜片"," Parsley leaves",312.4439,47.661,24.364,7.4949,7.628,12.8521,25.0434,10.176,27.91,2404.131,3073.421,662.881,53.279,4.62,260.241,,2714.6226,16284.479,13.4768,0.593,2.0078,8.4529,1.515,,184.488,141.487,1504.751073,1498.23051,4491.918417,1616.350134,2875.568283,1057.21,175.53,1261.621,235.634,989.236,1984.353,921.725,1227.233,1430.338,522.865,238.859,,,,355.5541,0.536188445,0.189715433,0.274096122,
調味料及香辛料類,"洋蔥粉"," Onion powder",377.1618,82.078,8.054,1.8482,4.771,3.2488,11.1806,3.161,34.24,1021.659,263.902,101.845,4.175,2.069,299.289,,0,0,0.2674,0.308,0.1011,0.7101,0.641,,29.047,0,823.74274,553.036886,471.457338,424.90118,46.556158,131.718,74.516,129.387,47.115,110.54,169.618,127.628,254.851,405.686,123.098,90.359,,,,377.1618,0.870480521,0.044102558,0.085416922,
調味料及香辛料類,"白胡椒粉"," White pepper powder",342.3453,78.7543,3.73,1.06,10.552,5.9037,26.3029,,119.84,116.45,419.89,403.015,53.33,0.783,87.21,,7.5682,45.4,0.3462,0.062,0.14,1.824,0.8189,,44,1.1,157.4948,275.93284,626.566,524.77844,101.78756,157.06,125.0802,201.26,64.74,146.5,245.1,88.73,155.11,187.49,72.17,27.96,,,,339.4772,0.927948033,0.028102035,0.043949932,
調味料及香辛料類,"紅胡椒粒"," Red peppercorns",376.4848,59.2614,5.913,13.7124,17.88,3.2332,27.409,24.16,80.748,941.701,275.807,107.118,3.431,1.567,164.221,,0,0,0.6323,0.196,0.1144,0.7503,0.149,,26.857,0,2900.035476,3857.98374,6954.380784,6827.40396,126.976824,177.999,46.762,262.227,47.424,203.035,337.59,133.892,221.663,264.176,104.533,58.052,,,,384.1092,0.617130753,0.321293007,0.061576239,
調味料及香辛料類,"黑胡椒粉"," Black pepper powder",371.7622,67.67,11.58,6.71,10.42,3.62,22.5295,,6.99,1279.64,326.03,164.51,6.92,1.101,182.03,,37.9359,227.57,5.1169,0.028,0.29,1.05,0.1315,,43.8,1.21,4051.21618,1097.66877,1561.12176,1290.99058,270.13118,320.9,278.48,491.01,97.63,340.2,990.67,542.38,480.61,192.05,170.73,56.92,,,,377.39,0.71724211,0.160020138,0.122737751,
調味料及香辛料類,"綠胡椒粒"," Green peppercorns",378.5887,68.3661,11.272,7.3148,8.341,4.7061,36.9205,0,1178.84,57.119,640.954,37.063,2.323,0.779,37.223,,27.0834,162.468,2.4885,0.029,0.0697,0.2036,0.253,,14.517,18.01,2807.200796,2388.721088,2118.73182,1601.57546,517.15636,262.58,107.985,420.723,58.016,304.726,812.79,473.266,384.604,277.62,150.531,54.04,,,,384.3856,0.711432478,0.171268643,0.117298879,
調味料及香辛料類,"迷迭香粉"," Rosemary powder",431.6464,59.809,5.864,21.8671,6.253,6.2069,47.4111,3.268,5.404,950.413,1416.559,285.921,31.001,1.829,47.27,,202.5432,1215.016,26.1089,0.111,0.3581,0.7707,0.514,,149.109,0,12278.37665,3273.50487,3699.91332,1532.88371,2167.02961,302.538,54.224,309.51,63.604,261.665,448.385,229.485,336.507,270.519,113.404,72.644,,,,459.4959,0.520648824,0.42830393,0.051047245,
調味料及香辛料類,"荳蔻粉"," Nutmeg powder",448.2455,50.5572,6.672,26.2038,14.331,2.236,18.9264,0.941,14.955,583.721,156.673,154.543,4.656,1.68,184.766,,0,0,,0.086,0.1719,1.0025,0.226,,36.491,0,23050.17267,2039.96583,1113.6615,1037.67048,75.99102,266.872,38.027,330.699,95.768,278.284,479.118,219.318,345.732,302.591,123.415,59.953,,,,464.751,0.435133652,0.50744205,0.057424298,
調味料及香辛料類,"蒜粉"," Garlic powder",331.5039,71.8663,18.146,0.44,5.2,4.3477,16.5894,,73.81,1183.75,13.3,162.799,8.98,2.27,471.79,,0,0,0.64,0.241,0.151,0.984,1.9838,,37.9,,126.68128,55.352,257.96452,233.5278,24.43672,429.16,1135.9719,674.78,155.38,379.06,735.4,485.71,572.08,793.65,276.24,0,,,,364.0092,0.7897196,0.010878846,0.199401554,
調味料及香辛料類,"辣椒粉"," Shili powder; Cayenne; paprika",387.3408,59.1109,14.71,14.13,5.494,6.5551,42.5279,,11.98,2179.02,63.26,211.38,36.39,1.66,383.64,,779.2266,4157.61,21.6645,0.4,1.18,12.18,2.4339,,61.3,10.95,2908.74528,1733.73687,9487.43307,9248.56542,238.86765,473.83,432.2133,542.88,121.03,412.85,732.05,310.56,461.87,564.81,220.03,91.02,,,,422.4536,0.559691289,0.301027142,0.139281568,
調味料及香辛料類,"薑黃粉"," Turmeric powder",358.4777,69.0108,14.591,2.6745,6.4952,7.2285,14.627,3.552,5.36,3416.29,142.29,269.09,5.44,2.27,364.42,0.5151,0,0,0,0.136,0.164,5.5668,0.1313,,28.015,0,799.1914155,1261.173848,582.4392375,476.975679,105.4635585,750.1246,177.8084,844.4985,41.0769,664.5351,1324.5689,526.8397,814.2636,575.1058,261.8879,321.3,0,,,358.4777,0.770042879,0.067146436,0.162810685,
調味料及香辛料類,"薑粉"," Ginger powder",332.5012,70.5409,10.392,3.6039,8.892,6.5712,19.8009,3.052,2848.548,1904.9351,194.975,295.402,27.168,2.465,177.752,,9.1268,54.75,15.7337,0.037,0.512,5.437,0.998,,45.512,0,1432.18986,719.33844,1451.29053,1125.49797,325.79256,370.273,103.145,404.952,113.143,350.768,564.384,338.711,389.283,223.328,137.433,67.728,,,,356.1667,0.792223417,0.091067188,0.116709395,
調味料及香辛料類,"羅勒片"," Basil leaves",289.1452,46.1465,23.265,5.761,10.881,13.9465,35.4952,1.463,26.182,2359.619,288.87,390.119,52.987,4.202,571.477,,329.5876,1977.13,8.0299,0.361,1.5784,6.4927,2.075,,92.033,0,2386.89752,808.90201,2565.14286,548.79286,2016.35,890.227,126.378,1039.89,60.526,806.455,1543.142,736.557,1088.637,950.148,401.27,279.359,,,,329.495,0.560208804,0.157358989,0.282432207,
調味料及香辛料類,"花椒粒"," Sichuan peppercorns",358.7625,53.5774,10.334,12.5261,11.52,12.0425,45.715,1.204,2780.1,1212.8,997.7,136.39,23.74,1.73,199.27,0.6868,12.7516,76.494,5.458,0.082,0.3261,1.2488,0.33,0,55.998,0,2053.31589,4252.059802,6187.367304,3709.554411,2477.812893,254.9721,103.9713,359.2212,23.2232,259.6845,478.4728,288.9463,272.5392,353.0793,167.9561,114.9839,44.66,0,,368.3805,0.581761521,0.306028414,0.112210065,
調味料及香辛料類,"七味唐辛子"," Shichimi togarashi",463.0511,45.7927,15.82,24.0667,9.047,5.2736,46.5076,5.039,39.117,1956.075,360.683,236.336,11.936,2.574,331.027,,180.3216,1081.713,23.4088,0.226,0.9019,9.1261,1.905,,112.308,0,4238.14587,8016.61777,11795.08967,11381.14243,413.94724,522.995,191.358,566.641,199.727,479.504,887.714,449.613,590.976,566.19,276.915,139.563,,,,463.0511,0.39557362,0.467767596,0.136658783,
調味料及香辛料類,"沙茶粉"," Shacha powder",506.892,46.973,14.95,28.8,4.45,4.827,15.0672,,2143.28,1053.24,294.18,179.34,11.77,4.21,380.39,,46.3094,181.52,3.873,0.138,0.25,1.99,2.0497,1.32,85.4,0,8688.96,7488,12600,11903.04,696.96,395.23,282.3114,517.01,339.4,398.67,710.89,422.31,502.53,557.29,278.76,98.64,,30.02,,506.892,0.370674621,0.511351531,0.117973848,
調味料及香辛料類,"豆酥"," Bean crisps",539.6326,19.1729,30.098,38.061,2.962,9.7061,13.2068,3.696,3128.733,475.427,220.261,140.197,5.742,3.016,373.129,,3.4467,20.676,4.223,0.054,0.0947,1.1117,0.198,,44.371,0,6503.10246,9487.84608,22051.02096,19569.44376,2481.5772,1095.079,416.341,1265.711,303.5,1193.862,2086.145,1047.028,1411.089,1604.953,872.192,0,,,,539.6326,0.142118174,0.634781887,0.223099939,
調味料及香辛料類,"咖哩粉"," Curry powder",416.7524,58.5056,13.89,14.13,5.878,7.5964,36.3983,,552.28,1716.79,754.95,294.03,65.9,3.33,419.27,,18.4121,94.73,13.122,0.175,0.37,4.01,1.1369,,84.5,,1107.792,10293.705,2727.09,2623.941,103.149,495.36,350.9971,666.06,187.68,525.5,858.67,433.88,583.02,668.92,317.27,146.79,,,,416.7524,0.561538218,0.305145213,0.133316569,
調味料及香辛料類,"咖哩塊"," Curry",514.8127,45.3948,5.626,34.5255,2.125,12.3287,4.9481,10.026,4180.013,272.124,82.536,41.01,1.581,0.593,76.129,,19.695,0,3.6205,0.093,0.0582,0.9462,0.108,0,7.274,0.123,19990.2645,12919.09685,1535.348985,1388.960865,146.38812,136.397,77.092,190.194,40.941,156.097,298.472,137.035,204.137,135.697,120.373,0,,48.125,,514.8127,0.352709247,0.603577767,0.043712985,
調味料及香辛料類,"油蔥酥"," Fried shallots",517.6856,57.1364,7.44,28.82,4.094,2.5096,14.5123,,29.78,702.22,95.04,168.43,10.66,3.58,377.42,,0.0833,0,7.8406,0.281,0.15,2.48,0.6066,,65.7,,14176.35626,11250.4634,3393.00742,3276.92046,116.08696,194.38,215.8103,282.92,57.12,197.65,367.07,163.84,248.45,267.17,177.55,95.41,,,,517.6856,0.441475676,0.501037695,0.057486629,
調味料及香辛料類,"梅子粉"," Plum powder",285.7872,60.7906,1.955,3.8672,4.855,28.5322,8.9508,37.233,10507.404,206.276,37.162,18.348,4.955,0.268,24.525,,0,0,0.0852,0.015,0.0393,0.509,0.035,,13.892,0,610.63088,2169.88592,1077.40192,1065.02688,12.37504,47.948,14.519,60.066,9.352,51.614,98.037,31.602,62.132,60.03,30.673,9.645,,,,285.7872,0.850851263,0.12178572,0.027363017,
調味料及香辛料類,"椰子粉"," Coconut powder",629.2387,27.8118,7.1825,60.3325,2.6835,1.9897,14.3221,3.133,28.7,716.675,9.463,103.942,3.2765,1.499,217.1775,,0,0,0.0123,0.0095,0.009,0.8711,0.1335,,0,0,55201.34154,4730.007668,401.1507925,401.1507925,0,245.2585,87.5744,374.675,124.9355,248.2305,492.525,184.535,321.0025,353.566,166.95,39.0635,,,,682.9697,0.16288746,0.795046252,0.042066288,
調味料及香辛料類,"蒜頭酥"," Garlic Crisp",451.6589,61.242,11.681,17.7741,7.105,2.1979,7.9479,1.306,32.477,807.329,49.212,55.874,6.753,1.862,264.378,,0,0,3.8602,0.278,0.1805,1.6603,1.332,,36.948,0,8312.94657,7347.81294,2100.89862,2056.46337,44.43525,277.173,153.675,363.513,93.086,242.874,462.464,360.102,326.519,440.406,171.842,98.059,,,,451.6589,0.542373902,0.354176349,0.103449749,
調味料及香辛料類,"糖粉"," Sugar powder",398.87,99.2826,0.038,0.1764,0.503,0,0.1742,96.332,1.202,2.953,3.722,0.62,0.208,0.151,0,,1.7977,10.784,0,0.012,0.0107,0.023,0.025,,0.804,0.232,44.914968,106.418592,25.06644,13.743324,11.323116,,,,,,,,,,,,,,,398.87,0.995638679,0.003980244,0.000381077,
調味料及香辛料類,"椰漿"," Coconut milk",207.5415,0,1.065,23.1103,76.461,0.5415,0.284,1.81,23.474,183.201,4.311,31.306,0.914,0.403,56.292,,0.162,0.972,0.0276,0.009,0.0042,0.023,0.02,,1.661,0,21445.20289,1409.959403,255.137712,255.137712,0,,,,,,,,,,,,,,,212.2527,0,0.979929584,0.020070416,
調味料及香辛料類,"黃耆水"," Astragalus water",14.1566,2.9303,0.889,0.0477,95.926,0.207,0.1173,2.428,1.988,75.008,8.716,18.744,0.213,0.034,43.858,,0,0,0,0.02,0.0484,0.6138,0.119,,28.569,0,11.773791,29.198124,6.727608,6.727608,0,,,,,,,,,,,,,,,15.7065,0.746264285,0.027332633,0.226403082,
調味料及香辛料類,"黃耆片"," Astragalus slices",320.5102,68.725,14.93,1.5969,12.49,2.2581,33.0373,21.996,16.289,797.099,136.496,144.014,14.715,1.764,351.544,,0,0,0,0.194,0.3781,3.1593,0.832,,320.546,0,489.960858,417.972606,676.031646,550.052205,125.979441,352.477,106.414,495.698,106.211,325.625,496.803,349.54,293.215,659.758,416.581,0,,,,348.9921,0.787696913,0.041181734,0.171121352,
調味料及香辛料類,"陳皮"," Cited tangerine peel",348.5884,74.7723,6.874,2.4448,12.88,3.0289,39.5255,15.707,3.01,727.56,533.87,82.78,8.47,0.87,62.75,0.1752,0.2224,1.334,10.754,0.028,0.2007,1.3933,3.1068,0,5.781,0,867.635072,381.1858816,1195.981491,908.8226176,287.1588736,141.5387,82.1917,199.59,12.9818,143.7149,243.8153,137.7292,156.8231,90.745,60.4433,38.4202,0,0,,348.5884,0.858001012,0.063120861,0.078878127,
調味料及香辛料類,"山楂"," Hawthorn",344.6128,78.6558,1.93,2.4744,14.9,2.0398,36.5022,19.029,11.73,704.92,676,62.71,7.5,0.68,59.86,0.2643,37.0921,222.508,6.7676,0.08,0,1.0413,0.08,0,0,12.857,1031.186405,342.0635304,1101.14759,653.1450984,448.002492,66.358,31.6621,91.656,7.2495,67.584,114.762,46.8981,65.1612,106.3086,30.7386,18.5043,0,0,,344.6128,0.912975954,0.064622092,0.022401954,
調味料及香辛料類,"岩鹽"," Salt",2.4667,0.3596,0.035,0.0987,0.137,99.3697,,0.024,34468.142,177.604,120.257,104.733,4.861,0.083,0.481,,,,,0.004,0,0,0,,0,0.309,37.78236,54.25539,6.66225,6.66225,0,,,,,,,,,,,,,,,2.4667,0.583127255,0.360116755,0.05675599,
調味料及香辛料類,"低鈉鹽"," Salt: low sodium",11.45,2.83,0.01,0.01,0.677,96.473,,,18341.12,26006.5,288.61,44.106,3.61,0.127,83.44,,,,0,0,0,0,0.008,,,0,,,,,,,,,,,,,,,,,,,,11.45,0.988646288,0.007860262,0.00349345,
調味料及香辛料類,"味精"," Monosodium glutamate",250.5008,18.1252,44.5,,0.293,37.0818,,,11656.2,1.06,13.05,0.958,15.76,0.318,1.22,,,,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,250.5008,0.289423427,,0.710576573,
調味料及香辛料類,"高鮮味精"," High umami MSG",269.28,22.32,45,,0.68,32,,,11878.7,1.06,9.12,7.45,6.24,0.2,193.1,,,,0,0,0,0,0.155,,0,1.34,,,,,,,,,,,,,,,,,,,,269.28,0.331550802,,0.668449198,
調味料及香辛料類,"鮮雞精"," Granulated chicken stock",266.9916,33.2604,10.83,10.07,1.519,44.3206,2.899,,17521.6,114.02,32.63,12.348,1.83,0.52,131.6,,14.05,0,0.3256,0.469,0.14,0.932,0.0772,0.09,68,1,3619.74206,4772.02195,1678.17557,1618.68201,59.49356,318.63,98.6201,409.71,102.52,292.29,496.16,170.01,403.57,448.84,205.87,28.24,,25.16,,266.9916,0.498298823,0.339448882,0.162252296,
調味料及香辛料類,"鰹魚粉"," Bonito powder",240.079,35.7919,21.909,1.0306,1.573,39.6955,0,14.98,15887.58,118.86,208.94,18.27,3.72,2.24,268.21,0.045,1.886,0,0.093,0,0.0559,3.7794,0.2209,2.276,8.623,0,571.271886,187.9896848,234.6542222,14.9241186,2.767161,311.4718,36.7519,333.7614,142.4195,282.4659,503.2673,180.5009,294.1056,558.1763,357.4011,0,11.87,11.66,,240.079,0.596335373,0.038634783,0.365029844,
調味料及香辛料類,"高湯塊(排骨)"," Stock cube (pork ribs)",362.7969,24.5196,12.507,23.8545,1.914,37.2049,0.3742,4.705,14158.355,84.395,119.744,7.184,0.512,0.618,119.906,,0,0,3.1261,1.499,0.1436,0.3446,0.087,0,33.984,5.379,15438.6324,6743.66715,1660.2732,1603.0224,57.2508,218.058,35.004,242.177,79.513,213.596,388.765,118.179,199.55,385.468,138.233,25.724,,11.816,,362.7969,0.270339686,0.591764979,0.137895335,
調味料及香辛料類,"高湯塊(雞肉)"," Stock cube (chicken)",340.294,14.4735,14.71,24.84,2.08,43.8965,0.5775,,16861.9,118.87,15.99,21.628,2.99,0.64,157.83,,8.8,,3.0575,1.49,0.107,1.042,0.0733,0.09,42.4,0,13547.66148,9790.8102,1501.35444,1450.9044,50.45004,248.26,105.0343,283.28,132.22,239.84,431.55,188.45,252.26,448.87,163.56,0,,38.4,,340.294,0.170129359,0.656961333,0.172909308,
調味料及香辛料類,"高湯(豬大骨)"," Stock (pork bones)",49.1156,6.5714,4.2,0.67,77.224,11.3346,,,4471.51,61.83,4.16,11.279,3.47,0.111,81.76,,0.12,,0.0509,0.369,0.01,0,0.014,0,4.4,,117.36055,165.68832,386.94644,348.23183,36.78903,27.41,19.9136,46.23,5.8,26.43,44.7,10.81,24.84,26.88,14.25,0,,0,,49.1156,0.535178233,0.122771584,0.342050184,
調味料及香辛料類,"低脂高湯"," Low-fat stock",2.1768,0.2842,0.26,0,98.439,1.0168,,,406.22,7.85,0.74,1.253,0.55,0.04,7.74,,0,,0,0.005,0,0,0.0062,0,1.4,0,,,,,,,,,,,,,,,,,,0,,2.1768,0.522234473,0,0.477765527,
調味料及香辛料類,"素食高湯"," Vegetarian stock",17.0368,3.9812,0.278,0,93.97,1.7708,,,1285.75,59.33,18.25,2.35,1.18,0.029,20.09,,0,0,0.0113,0,0.01,0.09,0.0092,,,,,,,,,,,,,,,,,,,,,,,17.0368,0.934729527,0,0.065270473,
調味料及香辛料類,"米醋"," Rice vinegar",9.6804,2.4201,,,97.529,0.0509,,,8.03,6.08,1.95,2.976,0.17,0,4.49,,0,0,0,0,0,0.008,0.0298,,3,,,,,,,,,,,,,,,,,,,,,9.6804,1,,,
調味料及香辛料類,"糯米醋"," Rice vinegar",16.8084,4.0821,0.12,0,95.488,0.3099,0,,81.49,17.7,3.43,2.146,0.32,0,2.26,,0,0,0,0,0,0,0,,2.2,0,,,,,,,,,,,,,,,,,,,,16.8084,0.97144285,0,0.02855715,
調味料及香辛料類,"高梁醋"," Sorghum vinegar",27.24,6.81,,,93.16,0.03,,,2.72,1.23,0.23,0.606,0,0.003,0.02,,0,0,0,0,0,0,0.0026,,2.1,,,,,,,,,,,,,,,,,,,,,27.24,1,,,
調味料及香辛料類,"薏仁醋"," Pearl Barley Vinegar",13.0944,3.2736,,,96.1,0.6264,,,183.35,19.38,1.9,11.033,0.41,0.08,17.2,,0,0,0,0.009,0.011,0.069,0.0121,,3.7,0,,,,,,,,,,,,,,,,,,,,13.0944,1,,,
調味料及香辛料類,"紅醋","紅酢 Red vinegar",4.5325,0.8003,0.32,0.0057,98.768,0.106,0.1026,0.264,6.724,24.456,8.712,6.25,0.175,0.058,6.244,,0,0,0,0.006,0.0266,0.0078,0.077,,0,0,1.938741,3.386997,0.374262,0.374262,0,,,,,,,,,,,,,,,4.5325,0.706276889,0.011318257,0.282404854,
調味料及香辛料類,"香醋"," Vinegar",2.8156,0.7039,,,98.858,0.4381,,,103.2,74.04,1.96,3.501,0.58,0.09,7.52,,0,0,0,0,0,0,0.0182,,2.4,0,,,,,,,,,,,,,,,,,,,,2.8156,1,,,
調味料及香辛料類,"烏醋"," Black vinegar",36.7636,8.7009,0.49,0,86.475,4.3341,0,,1571.33,56.95,6.46,10.207,1.59,0.072,6.66,,1.3601,6.55,0,0,0.05,6.36,0.329,,3.4,0,,,,,,,,,,,,,,,,,,,,36.7636,0.946686396,0,0.053313604,
調味料及香辛料類,"素食烏醋"," Vinegar",41.7664,10.4416,,,83.62,5.9384,,,2130.83,81.08,9.85,13.692,1.12,0.07,7.69,,2.6579,14.57,0.03,0,0.063,0.055,0.4264,,2.9,,,,,,,,,,,,,,,,,,,,,41.7664,1,,,
調味料及香辛料類,"壽司醋"," Vinegar",180.6768,45.1692,,,53.1,1.7308,,,2159.24,14.72,0.72,0.763,0.09,0,0,,0,0,0,0,0.01,0,0.0136,,2.4,0,,,,,,,,,,,,,,,,,,,,180.6768,1,,,
調味料及香辛料類,"醬油"," Soy sauce",90.0368,14.7242,7.785,,67.045,10.4458,,,4997.455,390.055,3.47,54.534,2.225,0.415,123.485,,0,0,0,0.008,0.1125,0.9495,0.9666,,42.5,,,,,,,253.42,77.7945,339.825,58.295,307.33,488.99,107.73,297.75,398.38,113.465,0,,,,90.0368,0.654141418,,0.345858582,
調味料及香辛料類,"薏仁醬油"," Soy sauce",83.4616,11.5454,9.32,,65.48,13.6546,,,4774.09,446.63,6.87,77.456,2.48,0.84,225.49,,0,0,0,0.009,0.441,1.706,0.3027,,61.3,,,,,,,304.9,72.7641,425.65,77.36,383.11,634.87,78.51,366.67,446.35,171.68,0,,,,83.4616,0.553327518,,0.446672482,
