Category,Food Name,Alternative Name,Calorie (kcal),Carbs (g),Protein (g),Fat (g),Water (g),Ash (g),Fibre (g),Sugar (g),Sodium (mg),Potassium (mg),Calcium (mg),Magnesium (mg),Iron (mg),Zinc (mg),Phosphorus (mg),Copper (mg),Vitamin A(RE) (ug),β-Carotene (ug),Vitamin E(α-TE) (mg),Vitamin B1 (mg),Vitamin B2 (mg),Nicotin (mg),Vitamin B6 (mg),Vitamin B12 (ug),Folic acid (ug),Vitamin C (mg),SFA (mg),MUFA (mg),PUFA (mg),LA (mg),ALA (mg),Thr (mg),Cys (mg),Val (mg),Met (mg),Ile (mg),Leu (mg),Tyr (mg),Phe (mg),Lys (mg),His (mg),Trp (mg),Trans Fat (mg),Cholesterol (mg),Alcohol (g),CalCalories(kcal),Carbs%,Fat%,Protein%,Alcohol%
水果類,"水蜜桃平均值","毛桃,白桃 Peach",39.4356,9.7287,0.9065,0.1633,88.7517,0.4499,1.6599,6.3621,1.9139,205.2686,5.4443,8.3921,0.2253,0.3016,21.3411,0.0005,13.0914,78.5329,0.7283,0.0109,0.0332,0.4663,0.0307,,5.68,6.6069,42.5829245,8.7292015,30.337874,22.0283535,8.3095205,,,,,,,,,,,,,,,39.435981,0.888105712,0.034659237,0.077235051,
水果類,"水蜜桃","毛桃,白桃 Peach",39.7262,9.8665,0.906,0.1389,88.5953,0.4933,1.3358,6.0491,3.4017,186.5992,5.4695,9.0232,0.1775,0.3701,22.4501,,24.4493,146.6667,0.7302,0.0107,0.0277,0.7707,0.0313,,,6.6067,0,0,0,0,0,,,,,,,,,,,,,,,39.726153,0.894106208,0.02926518,0.076628613,
水果類,"甜蜜桃","毛桃,白桃 Peach",39.145,9.5909,0.907,0.1876,88.908,0.4065,1.9839,6.675,0.426,223.938,5.419,7.761,0.273,0.233,20.232,0.0005,1.7335,10.399,0.7265,0.011,0.0387,0.1618,0.03,,5.68,6.607,97.839028,20.056316,69.704656,50.612604,19.092052,,,,,,,,,,,,,,,39.144972,0.882035118,0.040112738,0.077852144,
水果類,"脆桃平均值","桃子,甜桃 Peach",44.3199,11.1215,0.9194,0.1426,87.3228,0.4938,2.5171,5.8215,2.1418,217.159,6.6649,8.8024,0.3606,0.3159,20.4264,,10.8355,65,0.8292,0.0133,0.0249,0.5391,0.0433,,,6.1456,49.858664,9.209108,77.985088,14.372654,63.612434,,,,,,,,,,,,,,,44.320146,0.903367963,0.026930462,0.069701575,
水果類,"白油桃","桃子,脆桃,甜桃 Peach",36.7819,9.3339,0.635,0.125,89.62,0.2861,2.6339,,0.684,181.884,4.8516,7.2838,0.3097,0.1672,19.7848,,0,0,0.284,0.027,0.015,0.384,0.086,,,2.677,,,,,,,,,,,,,,,,,,,,36.78189,0.913548488,0.028444705,0.058006807,
水果類,"玫瑰桃","桃子,脆桃,甜桃 Peach",50.949,12.8,1.2,0.1,85.3,0.6,1.7,,7,200,7,10,0.2,0.1,21,,43.342,260,,0,0.03,0.8,,,,6,,,,,,,,,,,,,,,,,,,,50.949,0.904433846,0.016428193,0.079137961,
水果類,"福壽桃","桃子,脆桃,甜桃 Peach",47.2326,11.9003,0.888,0.1682,86.447,0.5965,3.0544,6.4196,0.483,237.845,9.139,9.871,0.31,0.463,18.222,,0,0,1.079,0.013,0.0294,0.8633,0.021,,,8.463,,,,,,,,,,,,,,,,,,,,47.232594,0.907023654,0.029806409,0.063169937,
水果類,"鶯哥桃","桃子,脆桃,甜桃 Peach",42.316,10.4516,0.9545,0.1772,87.924,0.4927,2.6801,5.2233,0.4002,248.9071,5.6688,8.0547,0.6228,0.5332,22.6989,,0,0,1.1247,0.013,0.0251,0.1089,0.023,,,7.4425,61.956208,11.443576,96.907136,17.859988,79.047148,,,,,,,,,,,,,,,42.316044,0.889160622,0.035049685,0.075789693,
水果類,"蟠桃","餅桃 Peach",45.2668,11.2681,0.854,0.2189,87.267,0.392,1.6806,8.638,0,184.784,13.247,9.447,0.335,0.398,23.244,,0,0,0.7815,0.013,0.0352,0.6495,0.029,,,6.803,59.954521,58.888478,100.054812,78.007204,22.047608,,,,,,,,,,,,,,,45.266793,0.896135054,0.040475432,0.063389514,
水果類,"青梅(胭脂梅)","梅子 Yentsu Mei; Japanese Apricot",34.6328,8.8015,0.514,0.1458,90.043,0.4957,1.9779,0.75,0.801,244.971,8.211,7.913,0.218,0.103,13.516,,28.8886,173.297,1.0753,0.027,0.0291,0.5195,0.089,,,4.92,39.644478,12.785202,58.690332,42.67566,16.014672,,,,,,,,,,,,,,,34.632786,0.914896076,0.035236726,0.049867198,
水果類,"西洋梨平均值","梨子,水梨,山褵,快果,果宗 Pear",52.7872,14.0568,0.2543,0.1587,85.2623,0.2679,2.1177,11.264,0.4537,112.1105,9.3576,6.1786,0.1651,0.1363,10.8451,0.1045,0.935,5.1093,0.1136,0.012,0.0185,0.1703,0.024,,4.432,4.5898,76.812387,41.814276,40.073337,34.498206,5.575131,,,,,,,,,,,,,,,52.787247,0.958649728,0.025163635,0.016186637,
水果類,"西洋梨(青皮)","梨子,水梨,山褵,快果,果宗 Pear",61.8717,16.4842,0.2755,0.1915,82.75,0.2988,2.6345,,0.1565,118.928,8.2551,6.6123,0.05,0.1346,12.6886,,2.6671,15,0.2,0.0065,0.018,0.267,0,,,6.573,,,,,,,,,,,,,,,,,,,,61.871655,0.959132579,0.025906128,0.014961294,
水果類,"西洋梨(紅皮)","梨子,水梨,山褵,快果,果宗 Pear",52.8339,13.9237,0.2815,0.2106,85.308,0.2762,1.8326,11.264,0.8611,121.6332,8.3709,5.0801,0.1374,0.0711,10.7361,0.1045,0.0547,0.328,0.0934,0.0105,0.0175,0,0.028,,4.432,4.6605,101.932506,55.488888,53.178606,45.780228,7.398378,,,,,,,,,,,,,,,52.833882,0.948734375,0.033363477,0.017902148,
水果類,"西洋梨(黃皮)","梨子,水梨,山褵,快果,果宗 Pear",43.6562,11.7624,0.206,0.074,87.729,0.2286,1.886,,0.3435,95.7702,11.4467,6.8434,0.3078,0.2033,9.1107,,0,0,0.0473,0.019,0.02,0.244,0.044,,,2.536,,,,,,,,,,,,,,,,,,,,43.65618,0.969957518,0.014187682,0.0158548,
水果類,"幸水梨","梨子,水梨,山褵,快果,果宗 Pear",34.1309,9.014,0.403,0.039,90.409,0.135,1.1623,6.7709,0.446,107.072,4.957,5.897,0,0,9.187,,0,0,0,0.028,0.0245,0.0305,0.012,,,2.851,,,,,,,,,,,,,,,,,,,,34.13091,0.950762813,0.009564058,0.039673129,
水果類,"大雪梨","梨子,水梨,山褵,快果,果宗 Pear",41.9846,11.0903,0.3367,0.1109,88.1017,0.3604,1.1494,7.2386,0.4106,147.2721,2.5885,5.9944,0.2116,0.1294,12.9584,0.1291,0,0,0.1384,0.0253,0.0131,0.4068,0.034,,2.974,4.689,44.295678,48.244827,18.359495,18.048975,0.31052,,,,,,,,,,,,,,,41.984625,0.950945257,0.022108879,0.026945864,
水果類,"新世紀梨","梨子,水梨,山褵,快果,果宗 Pear",41.5951,10.719,0.368,0.2115,88.3449,0.3566,1.789,,6.0671,114.9448,2.9076,4.7494,0.1,0.1532,10.5547,,0,0,0.1955,0.018,0.0225,0.3125,0.006,,,4.1955,,,,,,,,,,,,,,,,,,,,41.595135,0.927714263,0.042559184,0.029726553,
水果類,"新興梨","梨子,水梨,山褵,快果,果宗 Pear",44.063,11.8832,0.24,0.057,87.463,0.3568,1.4041,,0.3705,144.7474,1.929,5.9661,0.0335,0.3867,13.1066,,0,0,0.015,0.027,0.021,0.176,0.0758,,,2.939,,,,,,,,,,,,,,,,,,,,44.06301,0.970871486,0.010827449,0.018301065,
水果類,"橫山梨","梨子,水梨,山褵,快果,果宗(三灣冬梨,粗梨) Pear",46.5972,12.3734,0.4055,0.0825,86.827,0.3116,1.8675,,4.7379,131.4929,1.9601,5.6044,0.0692,0.2678,11.4655,,0,0,0.0735,0.0215,0.058,0.1705,0.0514,,,3.1453,,,,,,,,,,,,,,,,,,,,46.597245,0.955941494,0.014819009,0.029239497,
水果類,"豐水梨","梨子,水梨,山褵,快果,果宗 Pear",36.129,9.3887,0.5257,0.0673,89.6673,0.351,0.965,6.8505,0.3245,156.9402,1.6714,6.2926,0.1297,0.2283,15.4073,0.0112,0,0,0.1095,0.0377,0.0238,0.1958,0.0093,,6.604,4.55,21.8102475,23.285127,22.2046255,20.270087,1.9345385,,,,,,,,,,,,,,,36.128973,0.935518427,0.015591393,0.04889018,
水果類,"將軍蜜梨","梨子,水梨,山褵,快果,果宗(三星上將梨) Pear",49.8356,13.3133,0.366,0.081,86.0137,0.226,0.9291,,0.4764,113.8179,11.5463,6.6406,0.6688,0.3949,9.2973,,0,0,0.0526,0.035,0.02,0.473,0.04,,2.7,1.941,,,,,,,,,,,,,,,,,,,,49.83561,0.961719542,0.013604128,0.024676331,
水果類,"梨山蜜梨","梨子,水梨,山褵,快果,果宗 Pear",47.0467,12.693,0.289,0.0455,86.6149,0.3576,1.595,8.203,0.2036,122.862,1.3509,4.1415,0,0.1244,12.2894,,0,0,0.05,0.026,0.032,0.483,0,,,2.933,26.06422,5.3351935,11.6409475,11.6409475,0,,,,,,,,,,,,0,,,47.046675,0.971265238,0.008094833,0.020639928,
水果類,"蜜棗平均值(大)","棗子,棗仔 Indian jujube",43.2663,10.6935,1.0548,0.1465,87.7052,0.4002,1.6495,7.2985,2.1994,191.0695,7.1055,5.3817,0.2756,0.1925,16.6377,,8.0029,38.0139,0.1165,0.0245,0.0285,1.1528,0.0386,,6.6455,36.4745,49.6876725,68.3576325,28.4539625,17.5441075,10.909855,18.493,12.756,23.234,3.914,19.87,28.878,9.536,23.774,26.43,11.293,6.262,,,,43.266933,0.889746449,0.028340465,0.081913086,
水果類,"蜜棗(長形)","棗子,棗仔 Indian jujube",42.8209,10.4163,1.1605,0.17,87.846,0.4072,1.6762,,3.6653,208.411,6.4741,5.8702,0.2015,0.1608,17.9926,,6.85,31.098,0.066,0.024,0.025,1.8325,0.0345,,,35.758,,,,,,,,,,,,,,,,,,,,42.82086,0.875710577,0.033229132,0.091060292,
水果類,"蜜棗(圓形)","棗子,棗仔(蜜絲棗) Indian jujube",43.7118,10.9707,0.949,0.1229,87.5643,0.3931,1.6227,7.2985,0.7335,173.7279,7.7368,4.8931,0.3496,0.2242,15.2828,,7.4898,44.9297,0.1671,0.025,0.032,0.4731,0.0427,,6.6455,37.191,41.6833785,57.3457545,23.8702525,14.7178895,9.152363,18.493,12.756,23.234,3.914,19.87,28.878,9.536,23.774,26.43,11.293,6.262,,,,43.711833,0.903520106,0.023533056,0.072946838,
水果類,"珍珠蜜棗","棗子,棗仔 Indian jujube",45.8929,11.6811,1.112,0.0125,86.654,0.5404,2.242,10.432,0.7215,248.0137,8.0743,6.7895,0.4373,0.2588,15.5493,,7.0896,42.529,0.177,0.028,0.036,0.434,0.047,,,25.812,6.9846625,1.13985,4.3755,3.51985,0.85565,,,,,,,,,,,,0,,,45.892905,0.916306344,0.002279764,0.081413892,
水果類,"國產紅棗","紅棗 Chinese jujube",87.3003,23.0992,0.908,0.1305,75.118,0.7443,3.9278,16.139,1.2248,323.7596,30.1492,16.1956,0.2576,0.7117,33.3959,,0.3392,2.035,0.121,0.107,0.1,0.888,0.2527,,,92.65,82.721601,37.6974045,10.0809945,10.0809945,0,,,,,,,,,,,,0,,,87.300285,0.95254122,0.012511815,0.034946965,
水果類,"紅棗(乾)","大棗,棗仔 Chinese jujube",227.4004,59.5078,3.173,0.3,35.78,1.2392,7.6505,,9.65,596.74,49.7,34.66,1.74,0.41,70.38,,0,0,0.25,0.092,0.12,1.95,0.1195,,,1,,,,,,0,30.1563,59.71,5.56,42.76,68.27,24.33,55.61,68.74,24.52,0,,,,227.40036,0.942074498,0.011042199,0.046883303,
水果類,"黑棗(乾)","大棗,棗仔 Chinese jujube: smoked",230.0813,60.9404,2.71,0.19,34.83,1.3296,10.814,,2.89,599.75,66.51,33.92,2.37,0.38,53.3,,0,0,0,0.063,0.15,1.56,0.1509,,,1.02,,,,,,0,19.8974,61.87,7.82,48.56,82.87,26.45,52.97,76.65,31.11,0,,,,230.08134,0.953512527,0.006911903,0.039575569,
水果類,"蘋果平均值(青皮)","柰,林檎 Apple",49.4235,13.044,0.3129,0.169,86.2543,0.22,1.5867,10.663,1.5197,107.2574,3.0723,3.4388,0.1374,0.2042,10.4488,0.0173,3.5165,21.0948,0.0863,0.0528,0.0129,0.0821,0.0476,0,3.265,2.9614,87.757306,29.9806,51.262263,48.507563,2.7547,8.1,3.57,8.2,1.65,6.49,10.05,4.6,5.5,9.68,3.29,0,0,0,,49.424274,0.950108038,0.028620147,0.021271815,
水果類,"青龍蘋果","柰,林檎,青蘋果 Apple",52.7381,13.9331,0.295,0.1897,85.3645,0.2177,1.4259,11.679,0.4075,112.952,2.8975,3.8651,0.085,0.2229,12.2537,0.0173,1.6159,9.6935,0.0995,0.0185,0.0115,0.017,0.0625,0,3.265,2.5705,126.6528256,0,63.0473641,63.0473641,0,8.1,3.57,8.2,1.65,6.49,10.05,4.6,5.5,9.68,3.29,0,0,0,,52.738149,0.951098227,0.030107029,0.018794744,
水果類,"翠玉青蘋果","柰,林檎,青蘋果(翡翠,青玉,史蜜斯) Apple",46.1089,12.1548,0.3307,0.1482,87.144,0.2223,1.7475,9.647,2.6318,101.5627,3.2471,3.0124,0.1898,0.1854,8.6439,,5.4171,32.496,0.0732,0.087,0.0142,0.1472,0.0327,,,3.3523,54.96738,52.58136,40.65126,35.81994,4.83132,,,,,,,,,,,,,,,46.108866,0.948999266,0.026902288,0.024098446,
水果類,"翠玉青蘋果(帶皮)","柰,林檎,青蘋果(翡翠,青玉,史蜜斯) Apple",53.7499,14.053,0.371,0.2285,85.05,0.2975,2.3314,10.135,5.057,136.385,5.166,5.704,0.169,0.043,12.175,,9.8491,59.083,0.127,0.03,0.0142,0.0958,0.032,,,2.355,57.46775,55.2056,77.4615,66.05935,11.40215,,,,,,,,,,,,,,,53.749905,0.94122585,0.035582295,0.023191855,
水果類,"美國五爪蘋果","柰,林檎,紅蘋果(元帥) Apple",50.6902,13.7783,0.1545,0.068,85.7565,0.2427,1.6212,,2.2349,117.5696,2.6825,3.4606,0.3324,0.3885,10.4441,,5.8157,34.887,0.19,0.0114,0.0085,0.09,0.0185,,,1.6835,,,,,,,,,,,,,,,,,,,,50.69016,0.978530744,0.011228215,0.010241041,
水果類,"蘋果平均值(混色)","柰,林檎 Apple",51.3994,13.8587,0.2123,0.095,85.5864,0.2477,1.3388,11.0585,1.1926,114.148,3.5827,3.282,0.1233,0.3555,9.6612,,1.1722,7.0315,0.0979,0.0184,0.0127,0.0465,0.0432,,,2.8817,30.4475,44.1845,20.368,19.1615,1.2065,,,,,,,,,,,,,,,51.399798,0.970652064,0.015469905,0.013878031,
水果類,"加拉蘋果","柰,林檎 Apple: Gala",55.0358,14.9611,0.193,0.063,84.585,0.1979,1.4831,,0.3405,113.4436,4.9036,4.0074,0,0.5446,10.6908,,0,0,0.075,0.016,0.01,0,0.053,,,1.504,,,,,,,,,,,,,,,,,,,,55.03575,0.978635887,0.009581227,0.011782887,
水果類,"津輕蜜蘋果","柰,林檎 Apple",56.3442,15.076,0.198,0.1679,84.243,0.3151,1.3696,11.73,0.552,135.405,3.395,2.452,0.254,0.235,8.408,,0,0,0.1215,0.025,0.0175,0.0983,0.045,,,3.749,,,,,,,,,,,,,,,,,,,,56.344203,0.963250825,0.02494175,0.011807426,
水果類,"秋香蘋果","柰,林檎 Apple",45.3376,12.296,0.265,0.0217,87.204,0.2133,1.2179,,0.4479,95.0236,2.1736,3.3435,0,0.3906,10.0595,,1.4528,8.715,0.095,0.019,0.014,0,0.033,,,3.645,,,,,,,,,,,,,,,,,,,,45.337629,0.976354542,0.004006142,0.019639316,
水果類,"富士蘋果","柰,林檎 Fu-Ji apple",48.8801,13.1017,0.193,0.1273,86.3137,0.2643,1.2844,10.387,3.4298,112.7196,3.8586,3.3249,0.2392,0.2517,9.4863,,3.2358,19.411,0.1,0.0137,0.0093,0.0878,0.0417,,,2.6287,40.79965,59.20723,27.29312,25.67641,1.61671,,,,,,,,,,,,,,,48.880101,0.964934995,0.021798257,0.013266748,
水果類,"富士蘋果(帶皮)","柰,林檎 Fu-Ji apple",44.9081,11.922,0.226,0.1469,87.584,0.1211,1.697,9.401,3.43,93.992,5.787,4.499,0.132,0.056,6.842,,0,0,0.172,0.018,0.0111,0.0164,0.05,,,4.887,6.03759,6.72802,5.36185,4.8477,0.51415,,,,,,,,,,,,,,,44.908113,0.955711499,0.027379307,0.016909194,
水果類,"金冠蘋果","柰,林檎,黃蘋果(黃元帥) Apple",48.7552,12.9688,0.36,0.1025,86.261,0.3077,1.4631,,0,128.2956,2.7424,3.6857,0,0.3434,10.8773,,0,0,0.065,0.027,0.011,0.061,0.054,,,4.352,,,,,,,,,,,,,,,,,,,,48.755205,0.957593758,0.017596583,0.024809659,
水果類,"櫻桃","中國櫻桃又稱鶯桃,荊桃 Cherry",74.9321,19.0748,1.2155,0.2603,78.7675,0.6819,1.3465,,2.2269,236.3017,14.6145,13.3475,0.2463,0.1761,22.5565,,2.0442,12.2626,0.125,0.0205,0.04,0.1,0.039,,,10.7315,,,,,,,,,,,,,,,,,,,,74.932071,0.91642042,0.029075815,0.054503765,
水果類,"白櫻桃","中國櫻桃又稱鶯桃,荊桃 Cherry",69.3936,18.3941,0.702,0.0975,80.356,0.4504,1.0696,,0.5416,224.4201,17.544,11.5528,0.5768,0.3676,18.3958,,0,0,0.131,0.025,0.023,0,0.093,,,4.492,,,,,,,,,,,,,,,,,,,,69.393555,0.954249426,0.011760098,0.033990476,
水果類,"椪柑","橘子,柑橘: 蘆柑,壼柑,凸柑,乳柑,潮州柑 Tangerine; Ponkan",40.1505,10.0426,0.804,0.1548,88.715,0.2836,1.4714,6.84,1.6891,73.8325,20.5727,8.2561,0.2888,0.349,14.4902,,57.1403,342.773,0.1335,0.0827,0.0591,0.2738,0.0527,,8.166,25.455,42.133464,57.762072,54.904464,37.33776,17.566704,16.707,7.779,19.998,5.066,11.244,19.913,8.996,20.624,27.14,12.163,6.889,,,,40.150476,0.90044661,0.032270502,0.067282889,
水果類,"紅柑","橘子,柑橘: 美人(女)柑,明尼吉柚,葡萄蜜柑,迷你葡萄柚 Tangerine",41.8001,10.5623,0.845,0.1119,88.1983,0.2825,0.9698,6.899,0.717,147.6931,17.9923,9.9779,0.4117,0.3699,14.4426,,7.5658,45.386,0.6645,0.0427,0.0303,0.0529,0.0607,,11.982,19.4463,26.645628,51.415812,33.839679,24.613524,9.226155,17.911,1.965,23.395,0,14.104,24.727,6.454,15.053,28.928,10.273,6.57,,,,41.800083,0.909669964,0.022406726,0.06792331,
水果類,"茂谷柑","橘子,柑橘 Murcott; Honey tangerine; Honey murcott",44.3919,11.4914,0.595,0.1223,87.4039,0.3874,1.3294,9.527,0.6009,142.7209,23.8542,9.3047,0.129,0.1384,16.1602,,64.2809,385.608,0.456,0.0425,0.0365,0.2066,0.0645,,18.773,26.364,38.851041,46.915503,36.533456,25.691561,10.841895,,,,,,,,,,,,,,,44.391891,0.931905334,0.023059414,0.045035252,
水果類,"海梨桶柑","橘子,柑橘: 年柑,草山柑,焦柑,蜜桶,漳柑,草山桔(海梨) Tankan; Tankan orange",43.8265,11.0184,0.8645,0.15,87.6499,0.3172,1.9986,,6.2029,106.6857,17.9106,13.6527,0.25,0.1104,17.7486,,46.5706,257.992,0.444,0.0515,0.0405,0.287,0.127,,,32.9905,,,,,,,,,,,,,,,,,,,,43.82646,0.905075153,0.028647078,0.066277769,
水果類,"高牆桶柑","橘子,柑橘: 年柑,草山柑,焦柑,蜜桶,漳柑,草山桔(桶柑) Tankan; Tankan orange",45.1465,11.8211,0.771,0,87.0694,0.3385,1.4448,,0.8032,121.5699,16.8628,14.1404,0.214,0.1307,13.3523,,74.8773,428.004,0.4025,0.056,0.046,0.341,0.064,,,27.891,,,,,,,,,,,,,,,,,,,,45.14652,0.942618833,0,0.057381167,
水果類,"檸檬柑","橘子,柑橘: 三寶柑,甜檸檬 Citrus sulcata Hort. ex Takahashi",48.2649,12.1847,1.108,0.0809,86.148,0.4784,1.9237,8.1052,1.003,161.341,33.8157,9.6873,0,0.102,23.9614,,0,0,0.3792,0.07,0.0328,1.0151,0.113,,,36.778,0,0,0,0,0,,,,,,,,,,,,,,,48.264933,0.908836235,0.014029503,0.077134262,
水果類,"砂糖橘","橘子,柑橘: 十月桔,沙糖桔,沙糖橘,砂糖桔 Clementine; Small tangerine",49.8641,12.5916,0.652,0.28,86.05,0.4264,1.7196,9.286,2.69,166.18,50.74,13.98,0.21,0.09,24.25,0.0359,78.157,468.848,0.557,0.049,0.0422,0.3225,0.08,0,10.021,18.56,79.94168,110.75344,89.30516,68.2752,21.02996,21.7,3.08,27.2,2.16,17.8,32.44,21.65,19.66,40.44,11.84,0,0,0,,49.86408,0.909066406,0.046999764,0.04393383,
水果類,"長果金柑","金棗,羅浮柑 Kumquat; Oval kumquat",55.5443,14.0803,0.96,0.1947,84.3682,0.3968,3.2497,9.792,4.9506,138.1159,38.3957,12.4537,0.4295,0.1031,13.4862,0.0395,36.4628,216.984,2.3887,0.0903,0.0569,0.3826,0.077,,31.1,35.695,65.025906,61.568034,68.10606,40.425561,27.680499,24.857,9.986,23.509,5.005,18.194,33.17,21.099,32.65,50.765,17.362,0,,,,55.544319,0.912588018,0.029339436,0.058072546,
水果類,"圓果金柑","金桔,金橘,桔子 Kumquat; Round kumquat",31.5768,7.56,0.7,0.24,91,0.5,2.2,,4,110,68,13,0.3,0.1,15,,21.671,130,,0.01,0.04,0.4,0.012,,,38,,,,,,,,,,,,,,,,,,,,31.5768,0.861898609,0.063616326,0.074485065,
水果類,"圓果金柑汁(綠皮)","金桔,金橘,桔子 Kumquat juice; Round kumquat juice",32.3401,7.9832,0.891,0.0725,90.596,0.4573,1.368,1.38,1.3305,164.9799,37.337,17.0795,0.6386,0.3636,20.298,,0,0,0.828,0.05,0.023,0.337,0.114,,,44.91,31.761235,17.495845,21.2757775,17.043155,4.2326225,,,,,,,,,,,,0,,,32.340105,0.888665018,0.018763854,0.092571128,
水果類,"文旦","柚子,內紫,朱欒,香欒,座凡,拋,欒 Shaddocks; Pomelo; Pummelo",34.4186,8.7691,0.685,0.0655,90.183,0.2974,1.4347,,0.4824,143.4369,8.3434,5.5424,0.3051,0.1189,15.113,,0,0,0.3325,0.0315,0.035,0.29,0.083,,,60.6655,,,,,,,,,,,,,,,,,,,,34.418595,0.917200717,0.015928454,0.06687083,
水果類,"文旦(2023年取樣)","麻豆文旦,文旦柚 Pomelo",47.8151,12.6765,0.574,0.03,86.38,0.3395,0.8976,9.969,0.781,161.541,11.268,7.655,0.124,0,19.507,0.0282,0.8355,5.012,0.376,0,0,0,0.08,,63.78,92,14.60223,4.02456,10.32963,7.85007,2.47956,14.335,2.1315,14.1261,1.6359,8.9351,14.1869,6.6701,7.7779,17.1811,5.1298,0,0,,,47.81514,0.954413184,0.005251475,0.040335341,
水果類,"白柚","柚子,內紫,朱欒,香欒,座凡,拋,欒 White shaddocks; White pummelo",37.4132,9.6199,0.5755,0.1013,89.4085,0.2948,1.1856,8.093,7.1127,150.9793,11.9448,6.3326,0.1735,0.1274,17.3529,,0,0,0.16,0.008,0.027,0.2515,0.032,,,54.4525,67.7866171,18.3605237,15.1527579,11.1235504,4.0292075,,,,,,,,,,,,0,,,37.413201,0.925652953,0.022662616,0.051684431,
水果類,"西施蜜柚","柚子,內紫,朱欒,香欒,座凡,拋,欒(西施柚) Shaddocks; Pomelo; Pummelo",40.3168,10.0916,0.803,0.154,88.603,0.3484,1.2636,,0.2111,174.947,7.4189,4.9158,0,0.0534,15.5935,,0,0,0.31,0.028,0.029,0.18,0.029,,,57.814,,,,,,,,,,,,,,,,,,,,40.31682,0.901106784,0.031971272,0.066921945,
水果類,"甜橙平均值(普遍系)","甜橙,柳橙,柳丁,印子柑,廣柑 Mandarin orange; Sweet orange; Lin-cheng (orange)",45.5985,11.3479,0.7908,0.2496,87.229,0.3827,1.9675,9.1,2.9883,148.5595,35.2403,11.5507,0.1556,0.2108,21.6968,,2.076,12.4533,0.2394,0.0783,0.0412,0.3016,0.0428,,6.34,56.84,84.5040768,85.671456,75.6158208,50.875968,24.7398528,,,,,,,,,,,,0,,,45.59868,0.895912776,0.045816063,0.05827116,
水果類,"柳橙","甜橙,柳橙,柳丁,印子柑,廣柑 Orange",43.5126,11.0363,0.799,0.1311,87.6314,0.4022,2.0505,8.565,5.3037,145.2174,28.4371,12.3402,0.2952,0.0934,20.8438,,0,0,0.13,0.0715,0.0395,0.288,0.0235,,,41.201,51.5532396,38.001957,37.5437625,23.2491429,14.2946196,,,,,,,,,,,,0,,,43.512627,0.913083919,0.025218128,0.061697953,
水果類,"香吉士(進口)","甜橙,柳橙,柳丁,印子柑,廣柑 Orange: Sunkist",47.2362,11.3663,0.6845,0.48,87.05,0.4192,2.1662,,1.1047,143.9877,41.3726,9.4271,0.1,0.1107,20.0378,,3.334,20,0.27,0.072,0.042,0.3645,0.0385,,6.34,74.767,,,,,,,,,,,,,,,,,,,,47.2362,0.866256812,0.085053412,0.048689776,
水果類,"澳洲甜橙(進口)","甜橙,柳橙,柳丁,印子柑,廣柑 Orange: Australia",46.0467,11.6411,0.889,0.1376,87.0055,0.3268,1.6857,9.635,2.5564,156.4735,35.9113,12.8849,0.0715,0.4282,24.2087,,2.8939,17.36,0.3183,0.0915,0.042,0.2523,0.0665,,,54.552,39.061888,54.57216,43.965952,31.692032,12.27392,,,,,,,,,,,,,,,46.046712,0.910118403,0.025011818,0.064869778,
水果類,"青皮葡萄柚","西柚,朱欒 Grapefruit; Pomelo",33.1124,8.2991,0.751,0.0851,90.602,0.2628,1.182,6.0762,1.035,140.661,15.421,7.852,0,0,14.424,,0,0,0.384,0.023,0.0509,0.2889,0.021,,,28.454,,,,,,,,,,,,,,,,,,,,33.112407,0.902282942,0.021511182,0.076205877,
水果類,"紅寶石葡萄柚(古坑)","西柚,朱欒 Ruby Grapefruit; Pomelo; Ruby Red",36.8728,8.9274,0.702,0.2838,89.859,0.2278,1.0929,6.4311,0,184.294,16.278,9.592,0.235,0.231,20.083,,42.3885,254.28,0.126,0.08,0.0271,0.2965,0.037,,,39.694,80.76948,98.25156,104.77896,76.282602,28.496358,,,,,,,,,,,,,,,36.872766,0.871609144,0.064421693,0.063969164,
水果類,"黃皮葡萄柚(進口)","西柚,朱欒 Grapefruit; Pomelo",37.8268,9.6569,0.717,0.078,89.308,0.2401,1.083,,1.4728,177.8706,16.3052,8.0682,0.4498,0.3143,16.1137,,21.0889,126.508,0.145,0.042,0.019,0.435,0.172,,,33.007,,,,,,,,,,,,,,,,,,,,37.82682,0.919052672,0.017259183,0.063688145,
水果類,"黃皮葡萄柚","西柚,朱欒 Grapefruit; Pomelo",37.2039,9.1955,0.668,0.2217,89.6305,0.2843,1.1307,6.391,3.6267,90.0167,20.3121,9.7603,0.0653,0.1213,16.5868,,24.5767,147.431,0.195,0.0275,0.0225,0.221,0.2173,,,36.53,102.1655676,47.751963,58.0592394,42.5160741,15.5431653,,,,,,,,,,,,0,,,37.203909,0.889793597,0.049877259,0.060329144,
水果類,"檸檬"," Lemon",33.3043,7.35,0.708,0.5335,91.024,0.3845,1.2309,0.9435,3.833,149.949,25.83,10.155,0.159,0.1285,22.1515,,0,0,0.5118,0.0695,0.0115,0.1075,0.028,,,34.027,196.557405,164.62743,172.315165,110.013035,62.30213,,,,,,,,,,,,,,,33.304275,0.794492599,0.134078733,0.071428668,
